Year,MajorArea,Total,Other North,Other South,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,China Hong Kong SAR,China Macao SAR,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,North Korea,Rep. Dem. of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,South Korea,Republic of Moldova,Reunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,Tanzania,USA,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela,Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2005,Guadeloupe,89065,1101,4038,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4932,1253,0,0,0,0,0,0,0,0,0,0,0,51403,1089,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,153,11623,0,0,0,0,163,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,8636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,364,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,182,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,404,0,0,0,0,0,0,0,0,0,0,0
2005,Haiti,30468,651,1513,0,0,0,0,0,0,0,0,743,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003,0,0,0,0,0,532,556,0,0,1322,0,0,0,437,0,0,1921,0,0,0,0,0,0,0,0,3842,0,0,0,0,0,0,0,0,0,0,0,710,0,0,0,0,0,1431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1959,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,0,0,0,2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2070,0,0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2566,0,458,0,0,4007,0,0,0,0,0,0
2005,Jamaica,24314,236,2357,0,0,0,0,0,0,0,161,0,0,0,0,0,0,695,0,0,560,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1378,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,1879,0,0,0,0,0,0,0,144,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,318,0,0,0,0,0,169,0,0,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,344,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2413,0,0,0,0,0,0,0,0,4973,0,6493,0,0,0,0,0,0,0,0,0,0,0
2005,Martinique,57034,521,1081,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,128,0,0,0,0,0,0,0,0,0,0,0,43513,1670,0,0,0,0,0,0,0,0,0,0,5045,0,0,0,0,0,1634,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,0,0,0,0,0,1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Montserrat,1244,18,198,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,97,0,109,0,0,0,0,0,0,0,0,0,0,0
2005,Puerto Rico,352144,4948,9564,0,0,0,0,0,0,0,0,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,162,0,0,0,0,0,0,0,0,202,0,0,0,0,0,1007,1422,0,0,4482,0,0,0,601,0,0,17039,0,0,0,0,0,0,0,2030,66983,949,60,970,0,0,0,0,0,0,0,0,243,0,0,0,0,0,860,0,0,0,0,0,0,0,563,0,0,86,299,0,338,0,0,84,0,0,0,0,0,76,325,73,142,153,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3118,0,0,0,0,0,0,0,0,0,0,0,46,0,0,399,0,0,0,0,0,0,0,0,1104,0,0,925,239,31,59,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3281,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,295,0,36,0,0,0,0,0,0,295,0,223949,740,0,0,0,2198,108,0,0,0,0,0
2005,Saint Kitts and Nevis,6682,1147,2370,0,0,0,0,0,0,0,363,0,0,0,0,0,0,19,0,0,87,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,697,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0
2005,Saint Lucia,11468,1326,2693,0,0,0,0,0,0,33,105,0,0,16,15,0,0,12,0,0,698,0,0,1,0,5,0,0,0,0,10,4,0,0,0,0,0,0,0,230,0,4,0,0,0,0,44,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,206,43,0,0,0,0,0,0,4,0,0,0,0,66,273,0,0,0,0,66,21,0,0,0,143,39,0,4,0,0,1772,0,0,0,0,0,105,0,0,0,0,0,0,15,167,23,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,8,0,0,0,0,28,0,0,0,0,0,0,18,0,1,0,0,12,0,0,0,0,16,0,25,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,39,0,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,38,0,0,0,25,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,874,0,595,18,0,0,0,57,0,0,0,0,0,1
2005,Saint Vincent and the Grenadines,4395,43,236,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,228,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,0,0,0,0,0,0,0,0,763,0,325,0,0,0,0,0,0,0,0,0,0,0
2005,Sint Maarten,13100,291,824,0,0,0,0,0,0,183,256,0,0,617,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,434,0,0,0,0,0,0,0,18,79,0,0,0,0,0,83,0,0,100,0,0,0,0,0,0,397,684,0,0,0,0,0,0,717,1701,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,984,0,0,0,0,867,1317,0,0,0,0,411,28,0,0,0,0,0,0,1134,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,500,233,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,25,0,150,33,0,0,0,20,0,0,0,0,0,0
2005,Trinidad and Tobago,44812,1060,3181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,0,0,0,0,0,0,494,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,11973,0,0,0,0,0,5649,0,0,0,0,0,665,0,0,0,0,0,0,0,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,1047,0,8998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2243,0,3757,0,0,0,0,1516,0,0,0,0,0,0
2005,Turks and Caicos Islands,13115,3725,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0,695,0,0,0,0,0,0,0,0,0,0,0
2005,United States Virgin Islands,56647,716,1427,0,0,0,0,0,0,1037,4708,0,0,510,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,2594,0,0,0,0,0,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5206,3915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,0,0,0,0,0,0,574,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4190,0,0,0,0,0,0,0,0,7074,3438,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1943,0,0,0,0,0,0,0,0,0,0,16281,0,0,0,0,0,0,0,0,0,0,0
2005,Central America,1385713,1236,165141,56,2,213,0,0,48,0,104,12988,83,16,646,763,1,79,1,60,78,3,1289,3241,1,5,2,2668,0,0,5914,0,0,419,0,0,0,1,26,11527,0,70,3,0,56,8092,20766,2002,1,52915,0,4,0,19839,15,139,15751,72,1,339,1096,86,445,0,38,8397,5218,246,45685,0,0,1,73,0,0,1,163,8340,21,0,1,0,29,8799,1,2,522,303,15,0,3,61880,0,0,50,1114,0,43473,411,1,3930,261,391,57,342,0,2289,7750,1244,4229,198,3,47,0,0,0,2,28,1753,0,0,31,2,112,7,1,0,79,1,0,0,0,2,0,0,0,24041,0,1,7,0,2,276,2,68,0,0,4,2029,0,146,177370,0,165,0,0,248,1,193,0,9429,0,586,11383,1471,1334,641,2768,1,4052,2,0,515,2758,1,0,1,1,30,1,0,0,0,200,189,64,0,0,83,0,92,47,0,35,202,0,25992,1,332,1,10,1,792,2581,567,0,13,149,0,0,0,0,120,2,386,0,0,0,5,725,0,5439,2,556838,3,2910,1,0,12437,90,0,0,27,0,1
2005,Belize,41424,238,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,0,0,0,0,0,0,1378,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,18022,0,0,0,42,0,6375,0,0,292,0,0,0,0,0,0,0,412,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,2694,0,0,0,0,0,0,0,0,0,0,0
2005,Costa Rica,358175,262,160043,2,2,6,0,0,1,0,0,734,3,16,33,64,1,6,1,1,5,3,146,69,1,5,2,185,0,0,272,0,0,35,0,0,0,1,5,704,0,4,3,0,56,869,146,1641,1,7703,0,4,0,0,1,12,2876,0,1,0,18,1,32,0,3,549,636,5,6446,0,0,1,1,0,0,1,11,436,6,0,1,0,6,933,1,2,17,4,4,0,3,1329,0,0,14,35,0,1961,37,1,27,9,50,7,15,0,85,1065,109,142,5,3,4,0,0,0,2,1,44,0,0,5,2,5,7,1,0,2,1,0,0,0,2,0,0,0,1549,0,1,7,0,2,2,2,6,0,0,4,293,0,9,148064,0,1,0,0,38,1,5,0,6201,0,41,1891,69,151,39,178,1,127,2,0,50,299,1,0,1,1,1,1,0,0,0,7,1,0,0,0,4,0,11,0,0,1,29,0,1081,1,0,1,10,1,68,336,5,0,13,3,0,0,0,0,17,2,4,0,0,0,5,78,0,260,2,6332,3,157,1,0,690,1,0,0,0,0,1
2005,El Salvador,36019,31,94,0,0,0,0,0,0,0,0,187,0,0,24,11,0,0,0,6,37,0,50,272,0,0,0,48,0,0,215,0,0,0,0,0,0,0,0,242,0,0,0,0,0,214,218,8,0,458,0,0,0,829,0,0,102,0,0,0,0,0,0,0,0,56,108,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,224,0,0,0,0,0,0,0,7367,0,0,0,0,0,10362,0,0,11,0,16,0,12,0,55,252,10,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1541,0,0,0,0,0,0,0,0,0,0,0,34,0,0,6024,0,0,0,0,0,0,0,0,394,0,13,198,18,0,12,59,0,119,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,0,43,0,0,0,30,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,4871,0,70,0,0,206,0,0,0,0,0,0
2005,Guatemala,57252,39,34,0,0,0,0,0,0,0,0,416,0,0,53,0,0,0,0,0,0,0,0,688,0,0,0,102,0,0,180,0,0,0,0,0,0,0,0,298,0,0,0,0,0,227,493,0,0,868,0,0,0,872,0,0,496,0,0,0,0,0,0,0,0,82,125,24,14364,0,0,0,0,0,0,0,0,194,15,0,0,0,0,480,0,0,0,299,0,0,0,0,0,0,0,11,0,6294,0,0,0,30,14,0,0,0,99,276,0,111,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13160,0,0,0,0,0,0,0,0,0,0,0,106,0,0,6424,0,0,0,0,0,0,20,0,226,0,45,343,50,0,21,77,0,1340,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,991,0,35,0,0,0,36,115,59,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,168,0,6473,0,106,0,0,211,0,0,0,0,0,0
2005,Honduras,27875,55,83,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,19,266,0,0,0,108,0,0,173,0,0,0,0,0,0,0,0,254,0,66,0,0,0,226,434,0,0,631,0,0,0,626,0,0,446,0,0,0,46,0,0,0,0,99,335,0,6439,0,0,0,0,0,0,0,0,105,0,0,0,0,0,213,0,0,0,0,0,0,0,3351,0,0,0,32,0,0,0,0,0,0,0,0,0,0,66,190,20,101,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,0,0,0,0,0,0,0,0,0,0,0,67,0,0,5649,0,0,0,0,0,0,0,0,290,0,26,280,0,0,0,94,0,51,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,0,112,0,0,0,23,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,4946,0,49,0,0,73,0,0,0,0,0,0
2005,Mexico,712487,336,1838,0,0,108,0,0,47,0,0,9828,80,0,397,584,0,0,0,30,0,0,912,1847,0,0,0,1888,0,0,3744,0,0,268,0,0,0,0,21,8248,0,0,0,0,0,5175,4696,0,0,9403,0,0,0,2669,14,63,9021,0,0,311,1032,43,286,0,0,1324,1880,167,6923,0,0,0,0,0,0,0,128,6737,0,0,0,0,0,5985,0,0,258,0,0,0,0,29322,0,0,0,602,0,6702,340,0,683,119,246,50,243,0,1248,4972,116,3478,49,0,43,0,0,0,0,27,1262,0,0,0,0,75,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,1044,0,100,3434,0,86,0,0,176,0,109,0,1966,0,394,5371,452,1063,397,1846,0,2101,0,0,356,1641,0,0,0,0,0,0,0,0,0,131,24,38,0,0,51,0,64,47,0,0,143,0,19878,0,18,0,0,0,493,1725,313,0,0,85,0,0,0,0,32,0,297,0,0,0,0,307,0,3475,0,520053,0,2049,0,0,6526,61,0,0,0,0,0
2005,Nicaragua,34918,176,1523,54,0,99,0,0,0,0,104,235,0,0,0,34,0,73,0,0,0,0,39,22,0,0,0,57,0,0,107,0,0,54,0,0,0,0,0,219,0,0,0,0,0,110,121,0,0,389,0,0,0,9343,0,0,817,0,0,0,0,42,46,0,0,60,97,0,2121,0,0,0,72,0,0,0,0,130,0,0,0,0,0,261,0,0,0,0,0,0,0,1529,0,0,0,21,0,10745,0,0,22,0,0,0,22,0,0,166,18,36,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,22,0,0,0,0,0,0,352,0,0,199,0,0,0,51,0,54,0,0,0,169,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,34,0,0,400,0,0,0,0,0,29,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,62,0,3085,0,34,0,0,139,0,0,0,27,0,0
2005,Panama,117563,99,478,0,0,0,0,0,0,0,0,1449,0,0,139,70,0,0,0,23,36,0,123,77,0,0,0,280,0,0,1223,0,0,62,0,0,0,0,0,966,0,0,0,0,0,1271,13280,297,0,33463,0,0,0,5500,0,64,1993,72,0,28,0,0,81,0,35,6227,2037,50,2333,0,0,0,0,0,0,0,24,560,0,0,0,0,23,650,0,0,247,0,11,0,0,960,0,0,36,371,0,1034,34,0,2895,103,65,0,50,0,736,829,559,317,90,0,0,0,0,0,0,0,386,0,0,26,0,32,0,0,0,23,0,0,0,0,0,0,0,0,3152,0,0,0,0,0,55,0,62,0,0,0,253,0,37,7775,0,21,0,0,34,0,59,0,0,0,67,3101,882,120,172,463,0,260,0,0,109,613,0,0,0,0,29,0,0,0,0,38,0,26,0,0,28,0,17,0,0,0,30,0,2766,0,124,0,0,0,113,233,190,0,0,61,0,0,0,0,71,0,66,0,0,0,0,271,0,999,0,8384,0,445,0,0,4592,28,0,0,0,0,0
2005,South America,4518645,39927,103989,179,218,529,0,52,6731,47,56,232103,956,698,2927,6374,4,43,35,47,294,483,5229,880,15,5,3,352700,68,4,187130,0,72,1160,31,12,686,48,102,12183,938,1,35,15,0,248351,54071,650,8,784504,1,120,2,3726,175,2690,20926,213,98,4346,611,60,1630,0,689,16470,65797,4131,2360,29,28,285,91,2,28,10,824,49354,727,5,19,18,46,48855,90,27,4831,29,374,2146,3,1818,37,470,21719,16531,2,1576,4964,277,2154,666,928,462,901,1,5004,287355,532,72951,1182,29,53,42,107,5,1297,431,23840,10,6,225,123,796,201,24,8,116,1,73,37,0,4726,2,2,1,24617,8,24,2,245,1,1563,1490,15,8,6,11,9093,4,442,3607,10,246,45,6,1116,5,510,2,4730,4,492419,294916,844,19429,238099,1591,25,17266,718,376,6569,9913,5,419,10,1617,2,392,0,28,9,1629,21,755,0,2,70,58,100,1434,1,14,6820,0,264868,14,1044,17,23922,2,2883,8429,19011,4,2633,213,0,18,0,220,3464,96,1946,3,2,6,3,6942,39,19864,11,86221,1,150352,8,186,54616,58,1,3,0,8,32
2005,Argentina,1673088,17816,41543,15,103,162,0,1,15,0,0,0,869,1,425,1583,0,0,19,0,12,470,830,9,0,0,0,294640,0,0,37604,0,2,456,18,0,37,32,0,819,0,0,0,0,0,195316,9954,7,0,2672,0,65,0,190,1,1525,1711,0,73,2773,22,0,379,0,7,1058,1478,368,115,0,0,76,50,0,0,1,109,6534,0,0,0,0,0,8840,0,22,1575,25,17,0,0,149,1,0,0,64,0,103,1262,13,151,33,213,57,101,0,862,171388,18,4205,113,0,4,0,0,0,438,191,1179,0,0,79,120,606,150,11,0,4,0,0,3,0,0,0,0,0,2243,7,16,0,0,0,328,17,14,3,0,0,598,0,17,141,1,66,0,0,91,0,8,0,249,0,451769,127337,90,9839,6673,117,0,7497,705,0,1666,2915,0,0,0,0,0,0,0,26,0,124,0,0,0,0,3,0,0,1253,0,3,195,0,107663,4,0,13,8,0,316,1227,1703,0,2304,94,0,0,0,0,53,70,982,0,0,6,1,5928,0,1459,1,6907,0,114433,0,13,1918,8,0,0,0,1,3
2005,Bolivia,107745,1527,525,1,1,7,0,0,5,0,0,32418,3,3,175,152,2,0,1,20,0,4,346,850,1,1,0,0,5,0,18453,0,0,19,0,1,56,0,6,1430,17,0,28,1,0,4230,754,9,0,1946,0,6,0,133,2,44,1018,138,2,34,6,2,90,0,2,50,800,23,108,0,1,5,3,0,0,1,39,880,2,0,0,0,2,1711,7,1,15,0,1,0,0,132,5,0,6,10,0,198,30,3,106,12,45,7,63,1,168,1062,4,1461,14,11,11,0,5,2,8,1,40,1,2,4,1,7,7,5,6,7,0,1,3,0,0,1,0,0,8760,0,0,1,1,0,13,2,0,0,0,3,177,1,45,90,0,12,41,0,42,1,25,0,96,1,3462,9549,39,179,95,37,3,502,5,0,31,142,1,0,0,0,0,0,0,0,0,9,4,9,0,1,4,39,14,8,1,2,8,0,6059,4,6,1,1,0,202,561,1,2,5,9,0,2,0,1,9,1,23,1,0,0,0,106,1,714,2,3935,0,445,5,0,604,7,0,0,0,3,7
